Unit Code,Unit Title,Dept,Value,Link code,Instance
I00704,P3178PTD | MA Translation Studies (Distance Learning) (2 Year) | Year 2 | Semest,SELL,0,I00704,Sem2
I00705,P3179PTD | MA TESOL Leadership and Management (Distance Learning) (2 Year) | Yea,SELL,0,I00705,Sem1
I00705,P3179PTD | MA TESOL Leadership and Management (Distance Learning) (2 Year) | Yea,SELL,0,I00705,Sem2
I00706,P3179PTD | MA TESOL Leadership and Management (Distance Learning) (2 Year) | Yea,SELL,0,I00706,Sem1
I00706,P3179PTD | MA TESOL Leadership and Management (Distance Learning) (2 Year) | Yea,SELL,0,I00706,Sem2
I00707,P3193PTD | MSc Cyber Security and Digital Forensics (Distance Learning) | Year 1,COMP,0,I00707,Sem1
I00707,P3193PTD | MSc Cyber Security and Digital Forensics (Distance Learning) | Year 1,COMP,0,I00707,Sem2
I00708,P3193PTD | MSc Cyber Security and Digital Forensics (Distance Learning) | Year 2,COMP,0,I00708,Sem1
I00708,P3193PTD | MSc Cyber Security and Digital Forensics (Distance Learning) | Year 2,COMP,0,I00708,Sem2
I00709,P3194PTD | MSc Innovation Management and Entrepreneurship (Distance Learning) |,SMI,0,I00709,Sem1
I00709,P3194PTD | MSc Innovation Management and Entrepreneurship (Distance Learning) |,SMI,0,I00709,Sem2
I00710,P3194PTD | MSc Innovation Management and Entrepreneurship (Distance Learning) |,SMI,0,I00710,Sem1
I00710,P3194PTD | MSc Innovation Management and Entrepreneurship (Distance Learning) |,SMI,0,I00710,Sem2
I00711,P3209PTC | PgCert Independent Prescribing for Pharmacists | Year 1 | Semester 1,PHBM,0,I00711,Sem1
I00711,P3209PTC | PgCert Independent Prescribing for Pharmacists | Year 1 | Semester 1,PHBM,0,I00711,Sem2
I00712,P3210FTC | MA International Relations and Politics (Full Time) | Year 1 | Semest,SASSHPL,0,I00712,Sem1
I00712,P3210FTC | MA International Relations and Politics (Full Time) | Year 1 | Semest,SASSHPL,0,I00712,Sem2
I00713,P3211FTC | MA Fashion Marketing (with Professional Experience) | Year 1 | Semest,ADP,0,I00713,Sem1
I00713,P3211FTC | MA Fashion Marketing (with Professional Experience) | Year 1 | Semest,ADP,0,I00713,Sem2
I00714,P3215FTC | MSc Sport Management (Full Time) | Year 1 | Semester 1,SHES,0,I00714,Sem1
I00714,P3215FTC | MSc Sport Management (Full Time) | Year 1 | Semester 1,SHES,0,I00714,Sem2
I00715,P3228PTD | MSc Advanced Aesthetic and Restorative Dentistry (Distance learning),UPDA,0,I00715,Sem1
I00715,P3228PTD | MSc Advanced Aesthetic and Restorative Dentistry (Distance learning),UPDA,0,I00715,Sem2
I00716,P3232FTC | MSc Physiotherapy (Pre-Registration) | Year 1 | Semester 1,SHES,0,I00716,Sem1
I00716,P3232FTC | MSc Physiotherapy (Pre-Registration) | Year 1 | Semester 1,SHES,0,I00716,Sem2
I00717,P3232FTC | MSc Physiotherapy (Pre-Registration) | Year 2 | Semester 1,SHES,0,I00717,Sem1
I00717,P3232FTC | MSc Physiotherapy (Pre-Registration) | Year 2 | Semester 1,SHES,0,I00717,Sem2
I00718,P3235FTC | No Award University-Wide Exchange (Postgraduate) | Year 1 | Semester,GLOBAL,0,I00718,Sem1
I00718,P3235FTC | No Award University-Wide Exchange (Postgraduate) | Year 1 | Semester,GLOBAL,0,I00718,Sem2
I00719,P3236FTC | No Award University-Wide Study Abroad (Postgraduate) | Year 1 | Semes,GLOBAL,0,I00719,Sem1
I00719,P3236FTC | No Award University-Wide Study Abroad (Postgraduate) | Year 1 | Semes,GLOBAL,0,I00719,Sem2
I00720,P3247FTC | PGCE - Postgraduate Primary | Year 1 | Semester 1,SELL,0,I00720,Sem1
I00720,P3247FTC | PGCE - Postgraduate Primary | Year 1 | Semester 1,SELL,0,I00720,Sem2
I00721,P3269PTC | PgCert Conscious Sedation for Dentistry | Year 1 | Semester 1,UPDA,0,I00721,Sem1
I00721,P3269PTC | PgCert Conscious Sedation for Dentistry | Year 1 | Semester 1,UPDA,0,I00721,Sem2
I00722,P3277FTC | MA Creative Technologies (Full Time) | Year 1 | Semester 1,CTS,0,I00722,Sem1
I00722,P3277FTC | MA Creative Technologies (Full Time) | Year 1 | Semester 1,CTS,0,I00722,Sem2
I00723,P3278FTC | MSc Advanced Manufacturing (Full Time) | Year 1 | Semester 1,SMDE,0,I00723,Sem1
I00723,P3278FTC | MSc Advanced Manufacturing (Full Time) | Year 1 | Semester 1,SMDE,0,I00723,Sem2
I00724,P3280FTD | MA Journalism (Distance Learning) (Full Time) | Year 1 | Semester 1,FMC,0,I00724,Sem1
I00724,P3280FTD | MA Journalism (Distance Learning) (Full Time) | Year 1 | Semester 1,FMC,0,I00724,Sem2
I00725,P3287PDD | MA Journalism (Distance Learning) (Degree Apprenticeship) | Year 1 |,FMC,0,I00725,Sem1
I00725,P3287PDD | MA Journalism (Distance Learning) (Degree Apprenticeship) | Year 1 |,FMC,0,I00725,Sem2
I00726,P3287PDD | MA Journalism (Distance Learning) (Degree Apprenticeship) | Year 2 |,FMC,0,I00726,Sem1
I00726,P3287PDD | MA Journalism (Distance Learning) (Degree Apprenticeship) | Year 2 |,FMC,0,I00726,Sem2
I00727,P3288PDC | MBA MBA Strategic Leadership (Senior Leader Apprenticeship) | Year 1,OSP,0,I00727,Sem1
I00727,P3288PDC | MBA MBA Strategic Leadership (Senior Leader Apprenticeship) | Year 1,OSP,0,I00727,Sem2
I00728,P3288PDC | MBA MBA Strategic Leadership (Senior Leader Apprenticeship) | Year 2,OSP,0,I00728,Sem1
I00728,P3288PDC | MBA MBA Strategic Leadership (Senior Leader Apprenticeship) | Year 2,OSP,0,I00728,Sem2
I00729,P3295PYC | MA Applied Linguistics and TESOL (with Professional Experience) | Yea,SELL,0,I00729,Sem1
I00729,P3295PYC | MA Applied Linguistics and TESOL (with Professional Experience) | Yea,SELL,0,I00729,Sem2
I00730,P3295PYC | MA Applied Linguistics and TESOL (with Professional Experience) | Yea,SELL,0,I00730,Sem1
I00730,P3295PYC | MA Applied Linguistics and TESOL (with Professional Experience) | Yea,SELL,0,I00730,Sem2
I00731,P3296PYC | MA Business Communication for International Leadership (with Professi,SELL,0,I00731,Sem1
I00731,P3296PYC | MA Business Communication for International Leadership (with Professi,SELL,0,I00731,Sem2
I00732,P3296PYC | MA Business Communication for International Leadership (with Professi,SELL,0,I00732,Sem1
I00732,P3296PYC | MA Business Communication for International Leadership (with Professi,SELL,0,I00732,Sem2
I00733,P3316FTC | MSc Environmental Geology and Land Contamination (Full Time) | Year 1,SEGG,0,I00733,Sem1
I00733,P3316FTC | MSc Environmental Geology and Land Contamination (Full Time) | Year 1,SEGG,0,I00733,Sem2
I00734,P3327PTD | MSc Psychology (Distance Learning) | Year 1 | Semester 1,PSYC,0,I00734,Sem1
I00734,P3327PTD | MSc Psychology (Distance Learning) | Year 1 | Semester 1,PSYC,0,I00734,Sem2
I00735,P3327PTD | MSc Psychology (Distance Learning) | Year 2 | Semester 1,PSYC,0,I00735,Sem1
I00735,P3327PTD | MSc Psychology (Distance Learning) | Year 2 | Semester 1,PSYC,0,I00735,Sem2
I00736,P3338FTC | MA Architecture (Full Time) | Year 1 | Semester 1,ARCH,0,I00736,Sem1
I00736,P3338FTC | MA Architecture (Full Time) | Year 1 | Semester 1,ARCH,0,I00736,Sem2
I00737,P3364FTC | MSc Biomedical Engineering (Full Time) | Year 1 | Semester 1,SMDE,0,I00737,Sem1
I00737,P3364FTC | MSc Biomedical Engineering (Full Time) | Year 1 | Semester 1,SMDE,0,I00737,Sem2
I00738,P3388FTC | MSc Civil Engineering (Full Time) | Year 1 | Semester 1,SCES,0,I00738,Sem1
I00738,P3388FTC | MSc Civil Engineering (Full Time) | Year 1 | Semester 1,SCES,0,I00738,Sem2
I00739,P3389FTC | MSc Building Information Management (Full Time) | Year 1 | Semester 1,SCES,0,I00739,Sem1
I00739,P3389FTC | MSc Building Information Management (Full Time) | Year 1 | Semester 1,SCES,0,I00739,Sem2
I00740,P3389PTD | MSc Building Information Management (Distance Learning) | Year 1 | Se,SCES,0,I00740,Sem1
I00740,P3389PTD | MSc Building Information Management (Distance Learning) | Year 1 | Se,SCES,0,I00740,Sem2
I00741,P3390FTC | MSc Construction Project Management (Full Time) | Year 1 | Semester 1,SCES,0,I00741,Sem1
I00741,P3390FTC | MSc Construction Project Management (Full Time) | Year 1 | Semester 1,SCES,0,I00741,Sem2
I00742,P3391FTC | MSc Real Estate Management (Full Time) | Year 1 | Semester 1,SCES,0,I00742,Sem1
I00742,P3391FTC | MSc Real Estate Management (Full Time) | Year 1 | Semester 1,SCES,0,I00742,Sem2
I00743,P3392FTC | MSc Quantity Surveying (Full Time) | Year 1 | Semester 1,SCES,0,I00743,Sem1
I00743,P3392FTC | MSc Quantity Surveying (Full Time) | Year 1 | Semester 1,SCES,0,I00743,Sem2
I00744,P3394PYC | MSc Educational Leadership and Management (with Professional Experien,SELL,0,I00744,Sem1
I00744,P3394PYC | MSc Educational Leadership and Management (with Professional Experien,SELL,0,I00744,Sem2
I00745,P3394PYC | MSc Educational Leadership and Management (with Professional Experien,SELL,0,I00745,Sem1
I00745,P3394PYC | MSc Educational Leadership and Management (with Professional Experien,SELL,0,I00745,Sem2
I00746,P3395PYC | MA Education Studies (with Professional Experience) | Year 1 | Semest,SELL,0,I00746,Sem1
I00746,P3395PYC | MA Education Studies (with Professional Experience) | Year 1 | Semest,SELL,0,I00746,Sem2
I00747,P3395PYC | MA Education Studies (with Professional Experience) | Year 2 | Semest,SELL,0,I00747,Sem1
I00747,P3395PYC | MA Education Studies (with Professional Experience) | Year 2 | Semest,SELL,0,I00747,Sem2
I00748,P3415FTD | PGCE - Postgraduate Further Education and Training (Distance Learning,SELL,0,I00748,Sem1
I00748,P3415FTD | PGCE - Postgraduate Further Education and Training (Distance Learning,SELL,0,I00748,Sem2
I00749,P3416FTD | PGCE - Professional Further Education and Training (Distance Learning,SELL,0,I00749,Sem1
I00749,P3416FTD | PGCE - Professional Further Education and Training (Distance Learning,SELL,0,I00749,Sem2
I00750,P3422FTC | MSc Water and Environmental Engineering (Full Time) | Year 1 | Semest,SCES,0,I00750,Sem1
I00750,P3422FTC | MSc Water and Environmental Engineering (Full Time) | Year 1 | Semest,SCES,0,I00750,Sem2
I00751,P3439FTC | MSc Artificial Intelligence and Machine Learning | Year 1 | Semester,COMP,0,I00751,Sem1
I00751,P3439FTC | MSc Artificial Intelligence and Machine Learning | Year 1 | Semester,COMP,0,I00751,Sem2
I00752,P3442FTC | MSc Information Systems (London Campus) | Year 1 | Semester 1,LDNCOMP,0,I00752,Sem1
I00752,P3442FTC | MSc Information Systems (London Campus) | Year 1 | Semester 1,LDNCOMP,0,I00752,Sem2
I00753,P3443FTC | MSc Construction Project Management (London Campus) | Year 1 | Semest,LDNSCES,0,I00753,Sem1
I00753,P3443FTC | MSc Construction Project Management (London Campus) | Year 1 | Semest,LDNSCES,0,I00753,Sem2
I00754,P3448FTC | MSc International Business and Management (London Campus) | Year 1 |,LDNSMI,0,I00754,Sem1
I00754,P3448FTC | MSc International Business and Management (London Campus) | Year 1 |,LDNSMI,0,I00754,Sem2
I00755,P3449FTC | MA Digital Marketing (London Campus) | Year 1 | Semester 1,LDNSMI,0,I00755,Sem1
I00755,P3449FTC | MA Digital Marketing (London Campus) | Year 1 | Semester 1,LDNSMI,0,I00755,Sem2
I00756,P3450FTC | MSc Engineering Management (London Campus) | Year 1 | Semester 1,LDNSMDE,0,I00756,Sem1
I00756,P3450FTC | MSc Engineering Management (London Campus) | Year 1 | Semester 1,LDNSMDE,0,I00756,Sem2
I00757,P3457FTC | MSc Marketing Analytics (Full Time) | Year 1 | Semester 1,SMI,0,I00757,Sem1
I00757,P3457FTC | MSc Marketing Analytics (Full Time) | Year 1 | Semester 1,SMI,0,I00757,Sem2
I00758,P3492FTC | MSc Criminal Psychology (Full Time) | Year 1 | Semester 1,SCCJ,0,I00758,Sem1
I00758,P3492FTC | MSc Criminal Psychology (Full Time) | Year 1 | Semester 1,SCCJ,0,I00758,Sem2
I00759,P3435FTC | MSc Strategic Procurement | Year 1 | Semester 1,OSP,0,I00759,Sem1
I00759,P3435FTC | MSc Strategic Procurement | Year 1 | Semester 1,OSP,0,I00759,Sem2
I00760,P3493PTD | MSc Economic Crime (Distance Learning) | Year 1 | Semester 1,SCCJ,0,I00760,Sem1
I00760,P3493PTD | MSc Economic Crime (Distance Learning) | Year 1 | Semester 1,SCCJ,0,I00760,Sem2
I00761,P3493PTD | MSc Economic Crime (Distance Learning) | Year 2 | Semester 1,SCCJ,0,I00761,Sem1
I00761,P3493PTD | MSc Economic Crime (Distance Learning) | Year 2 | Semester 1,SCCJ,0,I00761,Sem2
I00762,P3494FTC | MSc Forensic Investigation (Full Time) | Year 1 | Semester 1,SCCJ,0,I00762,Sem1
I00762,P3494FTC | MSc Forensic Investigation (Full Time) | Year 1 | Semester 1,SCCJ,0,I00762,Sem2
I00763,P3495FTC | MSc Cybercrime Terrorism and Security (Full Time) | Year 1 | Semester,SCCJ,0,I00763,Sem1
I00763,P3495FTC | MSc Cybercrime Terrorism and Security (Full Time) | Year 1 | Semester,SCCJ,0,I00763,Sem2
I00764,P3496FTC | MSc International Criminal Justice and Intelligence (Full Time) | Yea,SCCJ,0,I00764,Sem1
I00764,P3496FTC | MSc International Criminal Justice and Intelligence (Full Time) | Yea,SCCJ,0,I00764,Sem2
I00765,P3496PTD | MSc International Criminal Justice and Intelligence (Distance Learnin,SCCJ,0,I00765,Sem1
I00765,P3496PTD | MSc International Criminal Justice and Intelligence (Distance Learnin,SCCJ,0,I00765,Sem2
I00766,P3496PTD | MSc International Criminal Justice and Intelligence (Distance Learnin,SCCJ,0,I00766,Sem1
I00766,P3496PTD | MSc International Criminal Justice and Intelligence (Distance Learnin,SCCJ,0,I00766,Sem2
I00767,P3497PTD | MSc Criminal Psychology and Victimology (Distance Learning) | Year 1,SCCJ,0,I00767,Sem1
I00767,P3497PTD | MSc Criminal Psychology and Victimology (Distance Learning) | Year 1,SCCJ,0,I00767,Sem2
I00768,P3497PTD | MSc Criminal Psychology and Victimology (Distance Learning) | Year 2,SCCJ,0,I00768,Sem1
I00768,P3497PTD | MSc Criminal Psychology and Victimology (Distance Learning) | Year 2,SCCJ,0,I00768,Sem2
I00769,P3498PTD | MSc Terrorism and Security Management (Distance Learning) | Year 1 |,SCCJ,0,I00769,Sem1
I00769,P3498PTD | MSc Terrorism and Security Management (Distance Learning) | Year 1 |,SCCJ,0,I00769,Sem2
I00770,P3498PTD | MSc Terrorism and Security Management (Distance Learning) | Year 2 |,SCCJ,0,I00770,Sem1
I00770,P3498PTD | MSc Terrorism and Security Management (Distance Learning) | Year 2 |,SCCJ,0,I00770,Sem2
I00771,C2669PTC | MSc Human Resource Management (Cayman Islands) | Year 1 | Semester 2,OSP,0,I00771,Sem1
I00771,C2669PTC | MSc Human Resource Management (Cayman Islands) | Year 1 | Semester 2,OSP,0,I00771,Sem2
I00772,N3129FTC | No Award Postgraduate Teaching Apprenticeship (Secondary) | Year 1 |,SELL,0,I00772,Sem1
I00772,N3129FTC | No Award Postgraduate Teaching Apprenticeship (Secondary) | Year 1 |,SELL,0,I00772,Sem2
I00773,N3294SCD | Credit Bearing Short Course Missing Persons: Global Perspectives (Dis,SCCJ,0,I00773,Sem1
I00773,N3294SCD | Credit Bearing Short Course Missing Persons: Global Perspectives (Dis,SCCJ,0,I00773,Sem2
I00774,N3317SCD | NCBSC Subject Knowledge Enhancement Programme ? Computer Science (Dis,SELL,0,I00774,Sem1
I00774,N3317SCD | NCBSC Subject Knowledge Enhancement Programme ? Computer Science (Dis,SELL,0,I00774,Sem2
I00775,N3318SCD | NCBSC Subject Knowledge Enhancement Programme ? English (Distance Lea,SELL,0,I00775,Sem1
I00775,N3318SCD | NCBSC Subject Knowledge Enhancement Programme ? English (Distance Lea,SELL,0,I00775,Sem2
I00776,N3319SCD | NCBSC Subject Knowledge Enhancement Programme ? French (Distance Lear,SELL,0,I00776,Sem1
I00776,N3319SCD | NCBSC Subject Knowledge Enhancement Programme ? French (Distance Lear,SELL,0,I00776,Sem2
I00777,N3320SCD | NCBSC Subject Knowledge Enhancement Programme ? German (Distance Lear,SELL,0,I00777,Sem1
I00777,N3320SCD | NCBSC Subject Knowledge Enhancement Programme ? German (Distance Lear,SELL,0,I00777,Sem2
I00778,N3321SCD | NCBSC Subject Knowledge Enhancement Programme ? Spanish (Distance Lea,SELL,0,I00778,Sem1
I00778,N3321SCD | NCBSC Subject Knowledge Enhancement Programme ? Spanish (Distance Lea,SELL,0,I00778,Sem2
I00779,N3432SCD | Non Credit Bearing Short Course New to Senior Leadership Programme |,SELL,0,I00779,Sem1
I00779,N3432SCD | Non Credit Bearing Short Course New to Senior Leadership Programme |,SELL,0,I00779,Sem2
I00780,N3456SCC | Credit Bearing Short Course Crisis Management and Continuity | Year 1,SMI,0,I00780,Sem1
I00780,N3456SCC | Credit Bearing Short Course Crisis Management and Continuity | Year 1,SMI,0,I00780,Sem2
I00781,N3510SCD | NCBSC International Qualified Teacher Status (iQTS) (Distance Learnin,SELL,0,I00781,Sem1
I00781,N3510SCD | NCBSC International Qualified Teacher Status (iQTS) (Distance Learnin,SELL,0,I00781,Sem2
I00782,N9039SCD | CBSC Working with Victims of Crime: Theory Policy and Practice (Dista,SCCJ,0,I00782,Sem1
I00782,N9039SCD | CBSC Working with Victims of Crime: Theory Policy and Practice (Dista,SCCJ,0,I00782,Sem2
I00783,P0047PTC | MSc Human Resource Development (Top-up) | Year 1 | Semester 1,OSP,0,I00783,Sem1
I00783,P0047PTC | MSc Human Resource Development (Top-up) | Year 1 | Semester 1,OSP,0,I00783,Sem2
I00784,P0680FTC | MA Translation Studies (Full Time) | Year 1 | Semester 1,SELL,0,I00784,Sem1
I00784,P0680FTC | MA Translation Studies (Full Time) | Year 1 | Semester 1,SELL,0,I00784,Sem2
I00785,P0911FTC | MSc Project Management | Year 1 | Semester 1,OSP,0,I00785,Sem1
I00785,P0911FTC | MSc Project Management | Year 1 | Semester 1,OSP,0,I00785,Sem2
I00786,P0993PTC | MSc Human Resource Management (Top-up) | Year 1 | Semester 1,OSP,0,I00786,Sem1
I00786,P0993PTC | MSc Human Resource Management (Top-up) | Year 1 | Semester 1,OSP,0,I00786,Sem2
I00787,P1144FTC | MSc Finance | Year 1 | Semester 1,AEF,0,I00787,Sem1
I00787,P1144FTC | MSc Finance | Year 1 | Semester 1,AEF,0,I00787,Sem2
I00788,P1590PTC | No Award Final Examination in Professional Practice (Part 3) Architec,ARCH,0,I00788,Sem1
I00788,P1590PTC | No Award Final Examination in Professional Practice (Part 3) Architec,ARCH,0,I00788,Sem2
I00789,P1692FTC | MSc International Human Resource Management | Year 1 | Semester 1,OSP,0,I00789,Sem1
I00789,P1692FTC | MSc International Human Resource Management | Year 1 | Semester 1,OSP,0,I00789,Sem2
I00790,P1752FTC | LLM Law (Full Time) | Year 1 | Semester 1,LAW,0,I00790,Sem1
I00790,P1752FTC | LLM Law (Full Time) | Year 1 | Semester 1,LAW,0,I00790,Sem2
I00791,P1881FTC | MA Creative Writing (Full Time) | Year 1 | Semester 1,FMC,0,I00791,Sem1
I00791,P1881FTC | MA Creative Writing (Full Time) | Year 1 | Semester 1,FMC,0,I00791,Sem2
I00792,P1971FTC | MSc Business and Management (Full Time) | Year 1 | Semester 1,SMI,0,I00792,Sem1
I00792,P1971FTC | MSc Business and Management (Full Time) | Year 1 | Semester 1,SMI,0,I00792,Sem2
I00793,P2020PTC | MSc Leadership and Management (Top-up) | Year 1 | Semester 2,OSP,0,I00793,Sem1
I00793,P2020PTC | MSc Leadership and Management (Top-up) | Year 1 | Semester 2,OSP,0,I00793,Sem2
I00794,P2023FTD | MA Applied Linguistics and TESOL (Distance Learning) (Full Time) | Ye,SELL,0,I00794,Sem1
I00794,P2023FTD | MA Applied Linguistics and TESOL (Distance Learning) (Full Time) | Ye,SELL,0,I00794,Sem2
I00795,P2041FTC | MSc Forensic Accounting (Full Time) | Year 1 | Semester 1,AEF,0,I00795,Sem1
I00795,P2041FTC | MSc Forensic Accounting (Full Time) | Year 1 | Semester 1,AEF,0,I00795,Sem2
I00796,P2041FTD | MSc Forensic Accounting (Distance Learning) | Year 1 | Semester 1,AEF,0,I00796,Sem1
I00796,P2041FTD | MSc Forensic Accounting (Distance Learning) | Year 1 | Semester 1,AEF,0,I00796,Sem2
I00797,U3535PYC | BSc (Hons) Creative Computing | Year 2 | Semester 1,CTS,0,I00797,Sem1
I00797,U3535PYC | BSc (Hons) Creative Computing | Year 2 | Semester 1,CTS,0,I00797,Sem2
I00798,P2094FTC | PGCE - Postgraduate English Secondary (11-16 years) (Full Time) | Yea,SELL,0,I00798,Sem1
I00798,P2094FTC | PGCE - Postgraduate English Secondary (11-16 years) (Full Time) | Yea,SELL,0,I00798,Sem2
I00799,P2095FTC | PGCE - Professional English Secondary (11-16 years) (Full Time) | Yea,SELL,0,I00799,Sem1
I00799,P2095FTC | PGCE - Professional English Secondary (11-16 years) (Full Time) | Yea,SELL,0,I00799,Sem2
I00800,P2098FTC | PGCE - Postgraduate Geography Secondary (11-16 years) (Full Time) | Y,SELL,0,I00800,Sem1
I00800,P2098FTC | PGCE - Postgraduate Geography Secondary (11-16 years) (Full Time) | Y,SELL,0,I00800,Sem2
I00801,P2099FTC | PGCE - Professional Geography Secondary (11-16 years) (Full Time) | Y,SELL,0,I00801,Sem1
I00801,P2099FTC | PGCE - Professional Geography Secondary (11-16 years) (Full Time) | Y,SELL,0,I00801,Sem2
I00802,P2100FTC | PGCE - Postgraduate Mathematics Secondary (11-16 years) (Full Time) |,SELL,0,I00802,Sem1
I00802,P2100FTC | PGCE - Postgraduate Mathematics Secondary (11-16 years) (Full Time) |,SELL,0,I00802,Sem2
I00803,P2101FTC | PGCE - Professional Mathematics Secondary (11-16 years) (Full Time) |,SELL,0,I00803,Sem1
I00803,P2101FTC | PGCE - Professional Mathematics Secondary (11-16 years) (Full Time) |,SELL,0,I00803,Sem2
I00804,P2102FTC | PGCE - Postgraduate Modern Foreign Languages Secondary (11-16 years),SELL,0,I00804,Sem1
I00804,P2102FTC | PGCE - Postgraduate Modern Foreign Languages Secondary (11-16 years),SELL,0,I00804,Sem2
I00805,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: French and German (Full,SELL,0,I00805,Sem1
I00805,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: French and German (Full,SELL,0,I00805,Sem2
I00806,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: French and Italian (Ful,SELL,0,I00806,Sem1
I00806,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: French and Italian (Ful,SELL,0,I00806,Sem2
I00807,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: French and Mandarin (Fu,SELL,0,I00807,Sem1
I00807,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: French and Mandarin (Fu,SELL,0,I00807,Sem2
I00808,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: French and Spanish (Ful,SELL,0,I00808,Sem1
I00808,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: French and Spanish (Ful,SELL,0,I00808,Sem2
I00809,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: German and French (Full,SELL,0,I00809,Sem1
I00809,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: German and French (Full,SELL,0,I00809,Sem2
I00810,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: Spanish and French (Ful,SELL,0,I00810,Sem1
I00810,P2102FTC | PGCE - Postgraduate Modern Foreign Languages: Spanish and French (Ful,SELL,0,I00810,Sem2
I00811,P2103FTC | PGCE - Professional Modern Foreign Languages Secondary (11-16 years),SELL,0,I00811,Sem1
I00811,P2103FTC | PGCE - Professional Modern Foreign Languages Secondary (11-16 years),SELL,0,I00811,Sem2
I00812,P2103FTC | PGCE - Professional Modern Foreign Languages: French and German (Full,SELL,0,I00812,Sem1
I00812,P2103FTC | PGCE - Professional Modern Foreign Languages: French and German (Full,SELL,0,I00812,Sem2
I00813,P2103FTC | PGCE - Professional Modern Foreign Languages: French and Italian (Ful,SELL,0,I00813,Sem1
I00813,P2103FTC | PGCE - Professional Modern Foreign Languages: French and Italian (Ful,SELL,0,I00813,Sem2
I00814,P2103FTC | PGCE - Professional Modern Foreign Languages: French and Mandarin (Fu,SELL,0,I00814,Sem1
I00814,P2103FTC | PGCE - Professional Modern Foreign Languages: French and Mandarin (Fu,SELL,0,I00814,Sem2
I00815,P2103FTC | PGCE - Professional Modern Foreign Languages: French and Spanish (Ful,SELL,0,I00815,Sem1
I00815,P2103FTC | PGCE - Professional Modern Foreign Languages: French and Spanish (Ful,SELL,0,I00815,Sem2
I00816,P2103FTC | PGCE - Professional Modern Foreign Languages: German and French (Full,SELL,0,I00816,Sem1
I00816,P2103FTC | PGCE - Professional Modern Foreign Languages: German and French (Full,SELL,0,I00816,Sem2
I00817,P2103FTC | PGCE - Professional Modern Foreign Languages: Spanish and French (Ful,SELL,0,I00817,Sem1
I00817,P2103FTC | PGCE - Professional Modern Foreign Languages: Spanish and French (Ful,SELL,0,I00817,Sem2
I00818,P2104FTC | PGCE - Postgraduate Science (Full Time) | Year 1 | Semester 1,SELL,0,I00818,Sem1
I00818,P2104FTC | PGCE - Postgraduate Science (Full Time) | Year 1 | Semester 1,SELL,0,I00818,Sem2
I00819,P2104FTC | PGCE - Postgraduate Science with Biology (Full Time) | Year 1 | Semes,SELL,0,I00819,Sem1
I00819,P2104FTC | PGCE - Postgraduate Science with Biology (Full Time) | Year 1 | Semes,SELL,0,I00819,Sem2
I00820,P2104FTC | PGCE - Postgraduate Science with Chemistry (Full Time) | Year 1 | Sem,SELL,0,I00820,Sem1
I00820,P2104FTC | PGCE - Postgraduate Science with Chemistry (Full Time) | Year 1 | Sem,SELL,0,I00820,Sem2
I00821,P2104FTC | PGCE - Postgraduate Science with Physics (Full Time) | Year 1 | Semes,SELL,0,I00821,Sem1
I00821,P2104FTC | PGCE - Postgraduate Science with Physics (Full Time) | Year 1 | Semes,SELL,0,I00821,Sem2
I00822,P2105FTC | PGCE - Professional Science (Full Time) | Year 1 | Semester 1,SELL,0,I00822,Sem1
I00822,P2105FTC | PGCE - Professional Science (Full Time) | Year 1 | Semester 1,SELL,0,I00822,Sem2
I00823,P2105FTC | PGCE - Professional Science with Biology (Full Time) | Year 1 | Semes,SELL,0,I00823,Sem1
I00823,P2105FTC | PGCE - Professional Science with Biology (Full Time) | Year 1 | Semes,SELL,0,I00823,Sem2
I00824,P2105FTC | PGCE - Professional Science with Chemistry (Full Time) | Year 1 | Sem,SELL,0,I00824,Sem1
I00824,P2105FTC | PGCE - Professional Science with Chemistry (Full Time) | Year 1 | Sem,SELL,0,I00824,Sem2
I00825,P2105FTC | PGCE - Professional Science with Physics (Full Time) | Year 1 | Semes,SELL,0,I00825,Sem1
I00825,P2105FTC | PGCE - Professional Science with Physics (Full Time) | Year 1 | Semes,SELL,0,I00825,Sem2
I00826,P2114FTD | MA Translation Studies (Distance Learning) (Full Time) | Year 1 | Sem,SELL,0,I00826,Sem1
I00826,P2114FTD | MA Translation Studies (Distance Learning) (Full Time) | Year 1 | Sem,SELL,0,I00826,Sem2
I00827,P2300FTC | MA Graphic Design (Full Time) | Year 1 | Semester 2,ADP,0,I00827,Sem1
I00827,P2300FTC | MA Graphic Design (Full Time) | Year 1 | Semester 2,ADP,0,I00827,Sem2
I00828,P2313FTC | MSc Human Resource Management | Year 1 | Semester 2,OSP,0,I00828,Sem1
I00828,P2313FTC | MSc Human Resource Management | Year 1 | Semester 2,OSP,0,I00828,Sem2
